Location,DataId,Indicator,Value,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,SDRID,RegionId,SurveyType,DenominatorWeighted,DenominatorUnweighted,LevelRank
Machakos,3289381,Men who can read a whole sentence,76.9,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416037,1416037,EDLITRMRDW,KEDHS2022416037,DHS,480,354,1
Makueni,5766287,Men who can read a whole sentence,76.7,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416038,1416038,EDLITRMRDW,KEDHS2022416038,DHS,279,308,1
Nyandarua,7393044,Men who can read a whole sentence,73.7,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416041,1416041,EDLITRMRDW,KEDHS2022416041,DHS,168,255,1
Nyeri,4828732,Men who can read a whole sentence,68.3,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416042,1416042,EDLITRMRDW,KEDHS2022416042,DHS,235,267,1
Kirinyaga,5854033,Men who can read a whole sentence,57.5,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416043,1416043,EDLITRMRDW,KEDHS2022416043,DHS,191,254,1
Murang'a,3379828,Men who can read a whole sentence,77.6,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416044,1416044,EDLITRMRDW,KEDHS2022416044,DHS,297,253,1
Kiambu,5909603,Men who can read a whole sentence,58.5,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416045,1416045,EDLITRMRDW,KEDHS2022416045,DHS,911,267,1
Turkana,6223503,Men who can read a whole sentence,33.8,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416051,1416051,EDLITRMRDW,KEDHS2022416051,DHS,111,225,1
West Pokot,1714055,Men who can read a whole sentence,50.5,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416052,1416052,EDLITRMRDW,KEDHS2022416052,DHS,150,288,1
Samburu,2820511,Men who can read a whole sentence,51.5,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416053,1416053,EDLITRMRDW,KEDHS2022416053,DHS,51,182,1
Trans-Nzoia,6809906,Men who can read a whole sentence,60.1,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416054,1416054,EDLITRMRDW,KEDHS2022416054,DHS,272,308,1
Uasin Gishu,4315823,Men who can read a whole sentence,60.2,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416055,1416055,EDLITRMRDW,KEDHS2022416055,DHS,451,342,1
Elgeyo Marakwet,3283052,Men who can read a whole sentence,64.7,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416056,1416056,EDLITRMRDW,KEDHS2022416056,DHS,110,296,1
Nandi,5781596,Men who can read a whole sentence,36.7,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416057,1416057,EDLITRMRDW,KEDHS2022416057,DHS,265,334,1
Baringo,3898622,Men who can read a whole sentence,59.8,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416058,1416058,EDLITRMRDW,KEDHS2022416058,DHS,165,300,1
Laikipia,5315788,Men who can read a whole sentence,71.7,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416059,1416059,EDLITRMRDW,KEDHS2022416059,DHS,145,243,1
Nakuru,6871573,Men who can read a whole sentence,58.5,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416060,1416060,EDLITRMRDW,KEDHS2022416060,DHS,670,327,1
Narok,4842852,Men who can read a whole sentence,36.9,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416061,1416061,EDLITRMRDW,KEDHS2022416061,DHS,313,320,1
Kajiado,6043452,Men who can read a whole sentence,57.4,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416062,1416062,EDLITRMRDW,KEDHS2022416062,DHS,339,228,1
Kericho,3417327,Men who can read a whole sentence,61.7,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416063,1416063,EDLITRMRDW,KEDHS2022416063,DHS,330,368,1
Bomet,5917045,Men who can read a whole sentence,73.3,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416064,1416064,EDLITRMRDW,KEDHS2022416064,DHS,268,353,1
Kakamega,5746351,Men who can read a whole sentence,79.7,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416071,1416071,EDLITRMRDW,KEDHS2022416071,DHS,532,341,1
Vihiga,3656447,Men who can read a whole sentence,64.6,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416072,1416072,EDLITRMRDW,KEDHS2022416072,DHS,156,290,1
Bungoma,6804122,Men who can read a whole sentence,66,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416073,1416073,EDLITRMRDW,KEDHS2022416073,DHS,448,328,1
Busia,4445364,Men who can read a whole sentence,67,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416074,1416074,EDLITRMRDW,KEDHS2022416074,DHS,262,296,1
Siaya,6051213,Men who can read a whole sentence,57.2,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416081,1416081,EDLITRMRDW,KEDHS2022416081,DHS,227,282,1
Kisumu,3404488,Men who can read a whole sentence,52.9,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416082,1416082,EDLITRMRDW,KEDHS2022416082,DHS,345,356,1
Homa Bay,7096323,Men who can read a whole sentence,72.2,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416083,1416083,EDLITRMRDW,KEDHS2022416083,DHS,258,263,1
Migori,3884867,Men who can read a whole sentence,71.2,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416084,1416084,EDLITRMRDW,KEDHS2022416084,DHS,246,296,1
Kisii,5131181,Men who can read a whole sentence,57.2,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416085,1416085,EDLITRMRDW,KEDHS2022416085,DHS,326,300,1
Nyamira,2126813,Men who can read a whole sentence,60.4,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416086,1416086,EDLITRMRDW,KEDHS2022416086,DHS,133,246,1
Nairobi,2972860,Men who can read a whole sentence,50.3,2022,KE2022DHS,ED_LITR_M_RDW,231234130,I,416001,1416090,EDLITRMRDW,KEDHS2022416001,DHS,1777,356,1
Mombasa,1589290,Men who can read part of a sentence,18.3,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416011,1416011,EDLITRMRDP,KEDHS2022416011,DHS,442,372,1
Kwale,1519270,Men who can read part of a sentence,6,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416012,1416012,EDLITRMRDP,KEDHS2022416012,DHS,209,320,1
Kilifi,6190105,Men who can read part of a sentence,7.5,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416013,1416013,EDLITRMRDP,KEDHS2022416013,DHS,405,319,1
Tana River,5570792,Men who can read part of a sentence,25,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416014,1416014,EDLITRMRDP,KEDHS2022416014,DHS,64,293,1
Lamu,2436054,Men who can read part of a sentence,6.9,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416015,1416015,EDLITRMRDP,KEDHS2022416015,DHS,41,253,1
Taita Taveta,5594170,Men who can read part of a sentence,1.2,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416016,1416016,EDLITRMRDP,KEDHS2022416016,DHS,103,192,1
Garissa,5281808,Men who can read part of a sentence,5.3,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416021,1416021,EDLITRMRDP,KEDHS2022416021,DHS,117,282,1
Wajir,6871582,Men who can read part of a sentence,9.7,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416022,1416022,EDLITRMRDP,KEDHS2022416022,DHS,63,314,1
Mandera,2009827,Men who can read part of a sentence,17.4,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416023,1416023,EDLITRMRDP,KEDHS2022416023,DHS,81,293,1
Marsabit,1667519,Men who can read part of a sentence,7.3,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416031,1416031,EDLITRMRDP,KEDHS2022416031,DHS,45,192,1
Isiolo,6174912,Men who can read part of a sentence,11.8,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416032,1416032,EDLITRMRDP,KEDHS2022416032,DHS,55,253,1
Meru,1707251,Men who can read part of a sentence,4,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416033,1416033,EDLITRMRDP,KEDHS2022416033,DHS,489,305,1
Tharaka-Nithi,2436289,Men who can read part of a sentence,6.8,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416034,1416034,EDLITRMRDP,KEDHS2022416034,DHS,137,279,1
Embu,5586109,Men who can read part of a sentence,4,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416035,1416035,EDLITRMRDP,KEDHS2022416035,DHS,176,280,1
Kitui,4315817,Men who can read part of a sentence,10,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416036,1416036,EDLITRMRDP,KEDHS2022416036,DHS,312,296,1
Machakos,3289395,Men who can read part of a sentence,1.9,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416037,1416037,EDLITRMRDP,KEDHS2022416037,DHS,480,354,1
Makueni,5766291,Men who can read part of a sentence,4.2,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416038,1416038,EDLITRMRDP,KEDHS2022416038,DHS,279,308,1
Nyandarua,7393043,Men who can read part of a sentence,6.4,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416041,1416041,EDLITRMRDP,KEDHS2022416041,DHS,168,255,1
Nyeri,4828750,Men who can read part of a sentence,6.7,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416042,1416042,EDLITRMRDP,KEDHS2022416042,DHS,235,267,1
Kirinyaga,5854032,Men who can read part of a sentence,21.2,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416043,1416043,EDLITRMRDP,KEDHS2022416043,DHS,191,254,1
Murang'a,3379842,Men who can read part of a sentence,6.2,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416044,1416044,EDLITRMRDP,KEDHS2022416044,DHS,297,253,1
Kiambu,5909612,Men who can read part of a sentence,11.6,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416045,1416045,EDLITRMRDP,KEDHS2022416045,DHS,911,267,1
Turkana,6223609,Men who can read part of a sentence,13,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416051,1416051,EDLITRMRDP,KEDHS2022416051,DHS,111,225,1
West Pokot,1714075,Men who can read part of a sentence,22.3,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416052,1416052,EDLITRMRDP,KEDHS2022416052,DHS,150,288,1
Samburu,2820510,Men who can read part of a sentence,2,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416053,1416053,EDLITRMRDP,KEDHS2022416053,DHS,51,182,1
Trans-Nzoia,6809905,Men who can read part of a sentence,20.5,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416054,1416054,EDLITRMRDP,KEDHS2022416054,DHS,272,308,1
Uasin Gishu,4315827,Men who can read part of a sentence,7.2,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416055,1416055,EDLITRMRDP,KEDHS2022416055,DHS,451,342,1
Elgeyo Marakwet,3283056,Men who can read part of a sentence,15.8,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416056,1416056,EDLITRMRDP,KEDHS2022416056,DHS,110,296,1
Nandi,5781607,Men who can read part of a sentence,37.5,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416057,1416057,EDLITRMRDP,KEDHS2022416057,DHS,265,334,1
Baringo,3898629,Men who can read part of a sentence,17.7,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416058,1416058,EDLITRMRDP,KEDHS2022416058,DHS,165,300,1
Laikipia,5315800,Men who can read part of a sentence,5,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416059,1416059,EDLITRMRDP,KEDHS2022416059,DHS,145,243,1
Nakuru,6871580,Men who can read part of a sentence,19.7,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416060,1416060,EDLITRMRDP,KEDHS2022416060,DHS,670,327,1
Narok,4842859,Men who can read part of a sentence,27.6,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416061,1416061,EDLITRMRDP,KEDHS2022416061,DHS,313,320,1
Kajiado,6043459,Men who can read part of a sentence,6.4,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416062,1416062,EDLITRMRDP,KEDHS2022416062,DHS,339,228,1
Kericho,3417335,Men who can read part of a sentence,17.1,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416063,1416063,EDLITRMRDP,KEDHS2022416063,DHS,330,368,1
Bomet,5917051,Men who can read part of a sentence,10.3,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416064,1416064,EDLITRMRDP,KEDHS2022416064,DHS,268,353,1
Kakamega,5746310,Men who can read part of a sentence,2.4,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416071,1416071,EDLITRMRDP,KEDHS2022416071,DHS,532,341,1
Vihiga,3656446,Men who can read part of a sentence,19.3,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416072,1416072,EDLITRMRDP,KEDHS2022416072,DHS,156,290,1
Bungoma,6804121,Men who can read part of a sentence,3.7,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416073,1416073,EDLITRMRDP,KEDHS2022416073,DHS,448,328,1
Busia,4445412,Men who can read part of a sentence,3.9,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416074,1416074,EDLITRMRDP,KEDHS2022416074,DHS,262,296,1
Siaya,6051245,Men who can read part of a sentence,19.9,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416081,1416081,EDLITRMRDP,KEDHS2022416081,DHS,227,282,1
Kisumu,3404545,Men who can read part of a sentence,30.4,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416082,1416082,EDLITRMRDP,KEDHS2022416082,DHS,345,356,1
Homa Bay,7096356,Men who can read part of a sentence,6,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416083,1416083,EDLITRMRDP,KEDHS2022416083,DHS,258,263,1
Migori,3884866,Men who can read part of a sentence,5.6,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416084,1416084,EDLITRMRDP,KEDHS2022416084,DHS,246,296,1
Kisii,5131195,Men who can read part of a sentence,19.4,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416085,1416085,EDLITRMRDP,KEDHS2022416085,DHS,326,300,1
Nyamira,2126812,Men who can read part of a sentence,18.3,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416086,1416086,EDLITRMRDP,KEDHS2022416086,DHS,133,246,1
Nairobi,2972866,Men who can read part of a sentence,7.9,2022,KE2022DHS,ED_LITR_M_RDP,231234140,I,416001,1416090,EDLITRMRDP,KEDHS2022416001,DHS,1777,356,1
Mombasa,1589284,Men who cannot read at all,4.2,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416011,1416011,EDLITRMNRD,KEDHS2022416011,DHS,442,372,1
Kwale,1519266,Men who cannot read at all,15.1,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416012,1416012,EDLITRMNRD,KEDHS2022416012,DHS,209,320,1
Kilifi,6190056,Men who cannot read at all,1.1,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416013,1416013,EDLITRMNRD,KEDHS2022416013,DHS,405,319,1
Tana River,5570783,Men who cannot read at all,32.6,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416014,1416014,EDLITRMNRD,KEDHS2022416014,DHS,64,293,1
Lamu,2436030,Men who cannot read at all,5.8,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416015,1416015,EDLITRMNRD,KEDHS2022416015,DHS,41,253,1
Taita Taveta,5594167,Men who cannot read at all,5.4,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416016,1416016,EDLITRMNRD,KEDHS2022416016,DHS,103,192,1
Garissa,5281782,Men who cannot read at all,20.7,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416021,1416021,EDLITRMNRD,KEDHS2022416021,DHS,117,282,1
Wajir,6871584,Men who cannot read at all,21.6,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416022,1416022,EDLITRMNRD,KEDHS2022416022,DHS,63,314,1
Mandera,2009836,Men who cannot read at all,37.4,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416023,1416023,EDLITRMNRD,KEDHS2022416023,DHS,81,293,1
Marsabit,1666323,Men who cannot read at all,29.6,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416031,1416031,EDLITRMNRD,KEDHS2022416031,DHS,45,192,1
Isiolo,6174914,Men who cannot read at all,9.2,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416032,1416032,EDLITRMNRD,KEDHS2022416032,DHS,55,253,1
Meru,1707253,Men who cannot read at all,14,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416033,1416033,EDLITRMNRD,KEDHS2022416033,DHS,489,305,1
Tharaka-Nithi,2436303,Men who cannot read at all,7.1,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416034,1416034,EDLITRMNRD,KEDHS2022416034,DHS,137,279,1
Embu,5586091,Men who cannot read at all,0.5,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416035,1416035,EDLITRMNRD,KEDHS2022416035,DHS,176,280,1
Kitui,4315814,Men who cannot read at all,0.7,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416036,1416036,EDLITRMNRD,KEDHS2022416036,DHS,312,296,1
Machakos,3289392,Men who cannot read at all,0.3,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416037,1416037,EDLITRMNRD,KEDHS2022416037,DHS,480,354,1
Makueni,5766288,Men who cannot read at all,7.1,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416038,1416038,EDLITRMNRD,KEDHS2022416038,DHS,279,308,1
Nyandarua,7393049,Men who cannot read at all,7.2,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416041,1416041,EDLITRMNRD,KEDHS2022416041,DHS,168,255,1
Nyeri,4828733,Men who cannot read at all,1.9,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416042,1416042,EDLITRMNRD,KEDHS2022416042,DHS,235,267,1
Kirinyaga,5854034,Men who cannot read at all,2.6,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416043,1416043,EDLITRMNRD,KEDHS2022416043,DHS,191,254,1
Murang'a,3379829,Men who cannot read at all,2.9,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416044,1416044,EDLITRMNRD,KEDHS2022416044,DHS,297,253,1
Kiambu,5909604,Men who cannot read at all,3.6,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416045,1416045,EDLITRMNRD,KEDHS2022416045,DHS,911,267,1
Turkana,6223504,Men who cannot read at all,43.6,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416051,1416051,EDLITRMNRD,KEDHS2022416051,DHS,111,225,1
West Pokot,1714056,Men who cannot read at all,17,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416052,1416052,EDLITRMNRD,KEDHS2022416052,DHS,150,288,1
Samburu,2820512,Men who cannot read at all,26.9,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416053,1416053,EDLITRMNRD,KEDHS2022416053,DHS,51,182,1
Trans-Nzoia,6809907,Men who cannot read at all,1,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416054,1416054,EDLITRMNRD,KEDHS2022416054,DHS,272,308,1
Uasin Gishu,4315824,Men who cannot read at all,0.4,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416055,1416055,EDLITRMNRD,KEDHS2022416055,DHS,451,342,1
Elgeyo Marakwet,3283053,Men who cannot read at all,2.9,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416056,1416056,EDLITRMNRD,KEDHS2022416056,DHS,110,296,1
Nandi,5781597,Men who cannot read at all,6.2,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416057,1416057,EDLITRMNRD,KEDHS2022416057,DHS,265,334,1
Baringo,3898623,Men who cannot read at all,5.7,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416058,1416058,EDLITRMNRD,KEDHS2022416058,DHS,165,300,1
Laikipia,5315789,Men who cannot read at all,4,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416059,1416059,EDLITRMNRD,KEDHS2022416059,DHS,145,243,1
Nakuru,6871574,Men who cannot read at all,4.8,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416060,1416060,EDLITRMNRD,KEDHS2022416060,DHS,670,327,1
Narok,4842853,Men who cannot read at all,21,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416061,1416061,EDLITRMNRD,KEDHS2022416061,DHS,313,320,1
Kajiado,6043453,Men who cannot read at all,8.8,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416062,1416062,EDLITRMNRD,KEDHS2022416062,DHS,339,228,1
Kericho,3417328,Men who cannot read at all,1.4,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416063,1416063,EDLITRMNRD,KEDHS2022416063,DHS,330,368,1
Bomet,5917046,Men who cannot read at all,0.7,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416064,1416064,EDLITRMNRD,KEDHS2022416064,DHS,268,353,1
Kakamega,5746352,Men who cannot read at all,6.4,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416071,1416071,EDLITRMNRD,KEDHS2022416071,DHS,532,341,1
Vihiga,3656470,Men who cannot read at all,4.6,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416072,1416072,EDLITRMNRD,KEDHS2022416072,DHS,156,290,1
Bungoma,6804123,Men who cannot read at all,11.9,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416073,1416073,EDLITRMNRD,KEDHS2022416073,DHS,448,328,1
Busia,4445365,Men who cannot read at all,15.8,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416074,1416074,EDLITRMNRD,KEDHS2022416074,DHS,262,296,1
Siaya,6051214,Men who cannot read at all,11.6,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416081,1416081,EDLITRMNRD,KEDHS2022416081,DHS,227,282,1
Kisumu,3404489,Men who cannot read at all,0.6,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416082,1416082,EDLITRMNRD,KEDHS2022416082,DHS,345,356,1
Homa Bay,7096324,Men who cannot read at all,4.7,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416083,1416083,EDLITRMNRD,KEDHS2022416083,DHS,258,263,1
Migori,3884868,Men who cannot read at all,10.9,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416084,1416084,EDLITRMNRD,KEDHS2022416084,DHS,246,296,1
Kisii,5131182,Men who cannot read at all,1.6,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416085,1416085,EDLITRMNRD,KEDHS2022416085,DHS,326,300,1
Nyamira,2126814,Men who cannot read at all,4.4,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416086,1416086,EDLITRMNRD,KEDHS2022416086,DHS,133,246,1
Nairobi,2972861,Men who cannot read at all,1.4,2022,KE2022DHS,ED_LITR_M_NRD,231234150,I,416001,1416090,EDLITRMNRD,KEDHS2022416001,DHS,1777,356,1
Mombasa,1589285,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416011,1416011,EDLITRMNCD,KEDHS2022416011,DHS,442,372,1
Kwale,1519263,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416012,1416012,EDLITRMNCD,KEDHS2022416012,DHS,209,320,1
Kilifi,6190101,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416013,1416013,EDLITRMNCD,KEDHS2022416013,DHS,405,319,1
Tana River,5570779,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416014,1416014,EDLITRMNCD,KEDHS2022416014,DHS,64,293,1
Lamu,2436028,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416015,1416015,EDLITRMNCD,KEDHS2022416015,DHS,41,253,1
Taita Taveta,5594140,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416016,1416016,EDLITRMNCD,KEDHS2022416016,DHS,103,192,1
Garissa,5281784,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416021,1416021,EDLITRMNCD,KEDHS2022416021,DHS,117,282,1
Wajir,6871586,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416022,1416022,EDLITRMNCD,KEDHS2022416022,DHS,63,314,1
Mandera,2009834,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416023,1416023,EDLITRMNCD,KEDHS2022416023,DHS,81,293,1
Marsabit,1666325,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416031,1416031,EDLITRMNCD,KEDHS2022416031,DHS,45,192,1
Isiolo,6174894,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416032,1416032,EDLITRMNCD,KEDHS2022416032,DHS,55,253,1
Meru,1707255,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416033,1416033,EDLITRMNCD,KEDHS2022416033,DHS,489,305,1
Tharaka-Nithi,2436280,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416034,1416034,EDLITRMNCD,KEDHS2022416034,DHS,137,279,1
Embu,5586105,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416035,1416035,EDLITRMNCD,KEDHS2022416035,DHS,176,280,1
Kitui,4315811,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416036,1416036,EDLITRMNCD,KEDHS2022416036,DHS,312,296,1
Machakos,3289378,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416037,1416037,EDLITRMNCD,KEDHS2022416037,DHS,480,354,1
Makueni,5766281,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416038,1416038,EDLITRMNCD,KEDHS2022416038,DHS,279,308,1
Nyandarua,7393039,Men for whom no card with required language was available,0.2,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416041,1416041,EDLITRMNCD,KEDHS2022416041,DHS,168,255,1
Nyeri,4828735,Men for whom no card with required language was available,0.7,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416042,1416042,EDLITRMNCD,KEDHS2022416042,DHS,235,267,1
Kirinyaga,5854036,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416043,1416043,EDLITRMNCD,KEDHS2022416043,DHS,191,254,1
Murang'a,3379819,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416044,1416044,EDLITRMNCD,KEDHS2022416044,DHS,297,253,1
Kiambu,5909606,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416045,1416045,EDLITRMNCD,KEDHS2022416045,DHS,911,267,1
Turkana,6223505,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416051,1416051,EDLITRMNCD,KEDHS2022416051,DHS,111,225,1
West Pokot,1714071,Men for whom no card with required language was available,0,2022,KE2022DHS,ED_LITR_M_NCD,231234160,I,416052,1416052,EDLITRMNCD,KEDHS2022416052,DHS,150,288,1
